,de,en
3723,"Wenn wir glaubwürdig bleiben wollen bei der Entwicklung einer europäischen Grundrechtecharta, dann muß das Grundrecht auf Privatsphäre natürlich in jedem einzelnen unserer Programme umgesetzt werden - und zwar gerade bei den neuen Technologien.","If we wish to remain credible in developing a European Charter of Fundamental Rights then the fundamental right to privacy must of course be included in each of our individual programmes, in particular where new technologies are concerned."
3724,"Herr Präsident, Herr Ratspräsident, verehrte Kollegen! In den Reden, die wir gehört haben, wurde ein hehres Ziel genannt, nämlich das Ziel, daß wir als Europäer den Vereinigten Staaten gegenüber wettbewerbsfähig werden, daß wir uns zu gleichberechtigten Partnern mit den Vereinigten Staaten entwickeln.","Mr President, Mr President-in-Office, ladies and gentlemen, in the speeches which we have heard a noble aim has been mentioned, that of we Europeans becoming competitive with the United States, of developing ourselves into equal partners with the United States."
3725,"Wenn wir unser Bruttosozialprodukt betrachten, müßte das eigentlich möglich sein.","If we consider our gross national product, that ought actually to be possible."
3726,"Wenn wir auf der anderen Seite jedoch beispielsweise im personellen Bereich - wenn es darum geht, einen neuen Präsidenten des Weltwährungsfonds zu finden - verfolgen, wie sich hier die Europäer gegenüber den Amerikanern verhalten, dann sind wir von dieser gleichberechtigten Partnerschaft ohne jeden Zweifel noch sehr weit entfernt.","If, on the other hand, we look, for example, at the issue of filling top posts - when it is a question of finding a new Managing Director of the International Monetary Fund - and see how the Europeans behave towards the Americans, then without a doubt we are still a very long way from this equal partnership."
3727,"Wir müssen uns nun fragen, woran das liegt.",We now need to ask ourselves why this is the case.
3728,"Es gibt ja Sektoren, wo wir im wirtschaftlichen Bereich - auch im Bereich der neuen Medien - Spitzenstellungen haben.","Of course there are sectors of the business world, including the new media, in which we occupy leading positions."
3729,Ich nenne hier nur einmal die Mobiltelefone.,Here I need only mention mobile telephones.
3730,"Hier im Plenarsaal haben wir sie zu Recht verboten, denn sie sind Quälinstrumente.","We have banned them here in the Chamber, rightly, because they are instruments of torment."
3731,"Gleichzeitig sind sie aber in manchen Bereichen auch eine wesentliche Erleichterung des Lebens, denn sie schaffen Arbeitsplätze.","At the same time, however, they also make life much easier for many people because they create jobs."
3732,Und wir als Europäer sind in diesem Bereich führend.,And in Europe we are world leaders in this field.
3733,Warum sind wir das?,Why?
3734,"Wir sind deswegen führend, weil wir es geschafft haben, hier zu einer gemeinsamen europäischen Regelung, frühzeitig zu einer gemeinsamen europäischen Norm zu gelangen, die heute Weltnorm geworden ist.",We are world leaders because we managed to adopt a common set of European rules; early on we decided on a common European standard which today has become a world standard.
3735,"Das heißt, wenn wir Europäer uns rechtzeitig zusammenraffen, dann sind wir auch in diesem Bereich der neuen Technologien wettbewerbsfähig.",This means that if we in Europe get our act together in good time then we will also be competitive in this field of new technologies.
3736,Wo liegen denn eigentlich die Defizite Europas?,Where then do Europe's shortcomings actually lie?
3737,"Ich glaube, die Defizite, Herr Ratspräsident, können wir nicht durch die Einrichtung weiterer Observatorien beseitigen, wie das zur Zeit geplant ist.","I believe, Mr President-in-Office, that we cannot eliminate the shortcomings by setting up more observatories as is planned at present."
3738,"Ich glaube, diese Observatorien schaffen einige wenige Arbeitsplätze für Beamte, aber sie schaffen keine Arbeitsplätze in kleinen und mittleren Unternehmen.","I believe that these observatories create a handful of jobs for officials, but that they do not create any jobs in small and medium-sized enterprises."
3739,Wir in Europa haben Defizite bei der Ausbildung.,We in Europe are deficient where training is concerned.
3740,"Das zeigt, daß wir im Bereich der neuen Medien aus Ländern außerhalb Europas importieren müssen.",This is shown by the fact that where the new media are concerned we are having to import from countries outside Europe.
3741,"Europa fehlt, wie schon gesagt wurde, das Unternehmertum, der Unternehmensgeist.","Europe lacks, as has already been stated, entrepreneurs and entrepreneurial spirit."
3742,"Es gibt zu wenig junge Menschen, die das Risiko der Selbständigkeit auf sich nehmen wollen.",There are too few young people who are willing to take the risk of being self-employed.
3743,"Wir haben zu wenig Flexibilität bei der Gestaltung unserer Arbeit, bei der Arbeitsorganisation.",The way in which we structure our work and the way in which work is organised is not flexible enough.
3744,"Wenn man hier weitere starre Regeln schafft, wie beispielsweise in Frankreich eine starre 35-Stundenwoche einführt, so bin ich zwar davon überzeugt, daß das zwar kurzfristig Arbeitsplätze schaffen kann, aber langfristig unsere Wettbewerbsfähigkeit beeinträchtigt und auf diese Art und Weise langfristig Arbeitsplätze vernichtet.","Establishing additional rigid rules - such as, for example, introducing a rigid 35-hour week in France - can, I admit, create jobs in the short term, but I am convinced that in the long term it damages our competitiveness and thus destroys jobs."
3745,In Europa sind wir auch noch weit entfernt von einem gemeinsamen Heimatmarkt.,In Europe we are also still a long way from a common domestic market.
3746,Wir haben 15 Heimatmärkte und einen gemeinsamen europäischen Binnenmarkt.,We have 15 domestic markets and a common European internal market.
3747,"Wir brauchen für den elektronischen Handel gemeinsame, klare europäische Regeln.","For electronic commerce we need common, clear, European rules."
3748,"Wir brauchen ein europäisches Patent zu überschaubaren Preisen, auch das haben wir noch nicht.",We need a European patent at a reasonable price; we do not have that yet either.
3749,"Dieses europäische Patent ist so teuer, daß es gegenüber anderen Patenten nicht wettbewerbsfähig ist.",This European patent is so expensive that it is not competitive with other patents.
3750,"Wir brauchen die europäische Aktiengesellschaft, und nicht zuletzt müssen wir unsere Systeme der sozialen Sicherheit an die neuen Gegebenheiten eines gemeinsamen Europas anpassen, denn auch hier liegt die Grundlage dessen, was wir soziales Modell nennen, nämlich eine soziale Marktwirtschaft für Europa.","We need the European company legislation, and not least we need to adapt our social security systems to the new reality of a common Europe, because this too forms the basis of what we call the social model, namely a social market economy for Europe."
3751,"Herr Ratspräsident, Sie haben eine Aufbruchstimmung hier in das Europäische Parlament getragen.","Mr President-in-Office, you have made us in the European Parliament eager to leave for Lisbon already."
3752,"Wir alle können nur hoffen, daß der Sondergipfel die hohen Erwartungen, die an ihn gestellt werden, auch tatsächlich einlösen kann.",All of us can only hope that the Special Summit is able to live up to the high expectations which people have of it.
3753,"Denn wie Sie bereits unterstrichen haben, brauchen wir nicht noch ein Verfahren nach dem anderen, eine Prozedur nach der anderen, wir brauchen vielmehr Taten, an denen die Bevölkerung der Europäischen Union den Nutzen und den Mehrwert des Handelns der Europäischen Union messen kann.","Because, as you have already stressed, we do not need one more process after another, one procedure after another; rather we need action by which the people of the European Union can measure the benefits and added value of what the European Union does."
3754,"Von daher haben Sie zu Recht auch Beschäftigung, Wirtschaftsreform, Wachstum und sozialen Zusammenhalt gebündelt und zur Chefsache gemacht.","That is also why you have rightly drawn together employment, economic reform, growth and social cohesion and made them issues for top-level action."
3755,"Es ist wichtig, daß alle Akteure in den Regierungen und in der Kommission an einem Strang in Richtung Vollbeschäftigung ziehen.",It is important for all players in the governments and in the Commission to be pulling in the same direction towards full employment.
