,es,en
4133,"Señor Presidente, la vergonzosa realidad es que en nuestra próspera y libre Europa toleramos un lucrativo negocio -el de la trata de mujeres- que esconde torturas, tratos inhumanos y violaciones flagrantes de los derechos fundamentales.","Mr President, the shameful truth is that our prosperous and free Europe is tolerating a lucrative trade - the trafficking in women - which involves torture, inhumane treatment and flagrant violations of fundamental rights."
4134,"Las víctimas -nos lo han contado- describen salvajes palizas, violaciones, raptos, amenazas de muerte y, en ocasiones, asesinatos.","The victims have described savage beatings, rapes, abductions, death threats and, on occasions, murders."
4135,"Lo escandaloso es que no sólo lo toleramos en Europa, sino que contribuimos a su expansión.","The real scandal is that we not only tolerate it in Europe, but we contribute to its expansion."
4136,"Cada vez que un ciudadano compra los servicios sexuales de una mujer atrapada en una red de tráfico, está contribuyendo al aberrante enriquecimiento de organizaciones criminales que utilizan métodos cada vez más despiadados.","Every time members of the public purchase the sexual services of a woman trapped in a trafficking ring, they are adding to the abhorrent wealth of these criminal organisations, which employ increasingly cruel methods."
4137,"Lamentablemente, la búsqueda de soluciones por parte de las instituciones está siendo muy lenta. El problema sigue creciendo.","Unfortunately, the institutions' search for solutions is progressing very slowly, and the problem is growing."
4138,"En cualquier caso, hay que reconocer que las propuestas presentadas por la Comisión Europea son, en su conjunto, razonables y esperamos que útiles.","In any event, we should recognise that the European Commission' s proposals are, on the whole, reasonable and hopefully useful."
4139,"No obstante y dada la naturaleza transfronteriza de este delito, es necesaria una tipificación armonizada del mismo en todos los Estados miembros que incluya su extraterritorialidad y su jurisdicción universal.","Nevertheless, and given the cross-border nature of this crime, we need to harmonise its classification in all the Member States, including cross-border aspects and universal jurisdiction."
4140,"Los países de destino deberían conceder a las víctimas un permiso de residencia temporal mientras dure el proceso judicial, independientemente de su deseo de testificar o no.","The receiving countries should grant the victims a temporary residence permit for the duration of legal proceedings, regardless of whether or not they wish to testify."
4141,"Es más, las condiciones de extrema dureza en las que se encuentran las víctimas justifican de sobra que los Estados les concedan, por razones humanitarias, un permiso de residencia definitivo.","Furthermore, the extremely harsh conditions in which the victims live more than justify the Member States granting them permanent residence permits for humanitarian reasons."
4142,"Por otro lado, la persecución por razón de género y, en concreto, la trata de mujeres deben ser consideradas causas de concesión del estatuto de refugiada.","Furthermore, persecution on the basis of gender and, specifically, the trafficking in women, should be considered appropriate grounds for the granting of refugee status."
4143,"Si se quiere de verdad ayudar a las víctimas, hay que garantizar su seguridad así como la de sus familiares e indemnizarlas mediante la incautación de los ingresos de las redes.","If we really want to help the victims, we must guarantee their safety as well as that of their families and compensate them through the seizure of the networks' assets."
4144,"Deberían además estas víctimas tener acceso de forma gratuita al cobijo, a la asistencia médica y psicológica, a los servicios sociales, ayuda para la búsqueda de empleo, etc.","These victims should also have free access to shelter, medical and psychological assistance, social services, help in finding work, etc."
4145,"Todas estas consideraciones han sido aprobadas prácticamente de forma unánime por la Comisión de Derechos de la Mujer, pero por sí mismas no serán suficientes.","All of these considerations have been approved practically unanimously by the Committee on Women' s Rights and Equal Opportunities, but they will not be enough."
4146,La lucha contra la trata de mujeres y la política de inmigración deben convertirse en una prioridad de la agenda política de la Unión Europea y de los Estados miembros.,Combating the trafficking in women and immigration policy must become a priority within the political agenda of the European Union and the Member States.
