,pl,en
4083,"Trudno jest nie zgodzić się - oczywiście ja przyjmuję wszelkiego rodzaju obostrzenia prawne w stosunku do posłów, ale trudno jest mi zgodzić się z sytuacją, kiedy jest się karanym nawet grzywną, ale w postępowaniu za przestępstwo umyślne z oskarżenia publicznego i automatycznie tracić mandat posła do Parlamentu Europejskiego, a także w sytuacji, kiedy może się być pociągniętym do odpowiedzialności.","It is difficult to disagree, and of course I accept all legal restrictions as regards MEPs, but it is difficult for me to agree with a situation where, on being sentenced to a fine in a case brought by the public prosecution service for a deliberate crime, or for being charged with such a crime, a person automatically loses their mandate to the European Parliament."
4084,"w imieniu grupy PSE. - Panie Przewodniczący! Dzisiejsza debata podnosi problem nierównego traktowania polskich posłów do Parlamentu Europejskiego i posłów na Sejm w kwestii kryteriów wybieralności, a także utraty mandatu.","on behalf of the PSE Group. - Mr President, today's debate raises the issue of unequal treatment of Polish Members of the European Parliament and Members of the Sejm as regards election criteria, as well as that of loss of mandate."
4085,"W art. 9. ustawy z dnia 23 stycznia 2004 r. dotyczącej ordynacji wyborczej do Parlamentu Europejskiego czytamy, iż prawo wybieralności do tejże instytucji przysługuje osobie, która między innymi nie była karana za przestępstwo popełnione umyślnie lub ścigana z oskarżenia publicznego, a art. 142. mówi, iż utrata mandatu może nastąpić m.in. z powodu unieważnienia wyboru posła do Parlamentu Europejskiego, w rezultacie czego skazanie posła (jak już to było mówione - Parlamentu Europejskiego) prawomocnym wyrokiem za przestępstwo popełnione umyślnie jest równoznaczne z automatyczną utratą przez niego mandatu, podczas gdy w przypadku posłów na Sejm nie jest to ani przeszkodą do udziału w wyborach, ani nie powoduje utraty mandatu.","In Article 9 of the Act of 23 January 2004 concerning the electoral ordinance for the European Parliament, we see that the right to stand for election to this institution is given to persons who, among other criteria, have not been convicted of a deliberate crime or charged by the public prosecution service, and Article 142 states that one's mandate can be withdrawn as a result, for example, of the member's election to the European Parliament being invalidated. This means that the conviction of a Member (this refers to a Member of the European Parliament, as has been mentioned earlier) for a crime committed deliberately is equivalent to their automatically losing their mandate, while for members to the national parliament this does not act as an obstacle to them standing for election, nor does it result in the loss of their mandate."
4086,"W kwestii uprawnień posłów do Parlamentu Europejskiego Regulamin Parlamentu Europejskiego w art. 5. pkt 1. stwierdza, iż ""posłom do Parlamentu Europejskiego przysługują przywileje oraz immunitety przewidziane w Protokole w sprawie przywilejów i immunitetów Wspólnot Europejskich”, ten zaś w preambule określa, iż reguluje materię przywilejów i immunitetów niezbędnych do wykonywania zadań Wspólnot Europejskich, a w art. 10a stwierdza, iż ""podczas sesji zgromadzenia jego członkowie korzystają na terytorium swojego państwa z immunitetów przyznawanych członkom parlamentu ich państwa”, zatem posłów na Sejm i do Parlamentu Europejskiego chroni identyczny immunitet.","As regards the privileges of Members of the European Parliament, Rule 5(1) of the Rules of Procedure of the European Parliament states that 'Members shall enjoy privileges and immunities in accordance with the Protocol on the Privileges and Immunities of the European Communities'. In the Preamble, the Protocol states that it regulates the issue of privileges and immunities that are necessary to carry out responsibilities for the European Communities, and, in Article 10(a), states that, during the sessions of the Assembly, 'in the territory of their own State, its members shall enjoy the immunities accorded to members of their Parliament'."
4087,"Zgodnie z art. 11. cytowanego protokołu ""przedstawiciele państw członkowskich biorący udział w pracach instytucji Wspólnot, ich doradcy i eksperci techniczni korzystają w czasie wykonywania swoich funkcji, w czasie podróży do i z miejsca obrad ze zwyczajowych przywilejów, immunitetów i udogodnień”.","Members of the Polish Parliament and the European Parliament are protected by the same immunity. According to Article 11, 'Representatives of Member States taking part in the work of the institutions of the Communities, their advisers and technical experts shall, in the performance of their duties and during their travel to and from the place of meeting, enjoy the customary privileges, immunities and facilities'."
4088,"Nie ulega wątpliwości, że poseł do Parlamentu Europejskiego jest przedstawicielem państwa członkowskiego biorącym udział w pracach instytucji Wspólnot.",There is no doubt that a Member of the European Parliament is a representative of a Member State who is taking part in the work of the institutions of the Union.
4089,"Skoro posłowie do Parlamentu Europejskiego i do Sejmu powinni korzystać z tych samych immunitetów i przywilejów, to warunki ich wybieralności i utraty mandatu także powinny być takie same.","Since Members of the European Parliament and of the Polish Parliament should benefit from the same immunities and privileges, then the rules as regards their eligibility to stand for election as well as for loss of mandate should also be the same."
4090,"Przystępując do Unii Europejskiej Polska przyjęła obowiązek respektowania obowiązującego w Unii prawa, zwłaszcza wywierającego bezpośrednie skutki w wewnętrznym obrocie prawnym państwa członkowskiego.","In acceding to the European Union Poland assumed a responsibility to respect laws in force in the EU, especially those laws having a direct impact on the internal legal system in Member States."
4091,"Postuluję zatem o jak najszybsze ujednolicenie prawodawstwa związanego ze statusem posłów na Sejm i do Parlamentu Europejskiego w Polsce, zgadzając się w pełni z opinią komisarza Frattiniego w tym względzie.","I would encourage the fastest possible standardisation in legislation relating to the status of Members of the Polish Parliament and Members of the European Parliament in Poland, and I fully agree with the view taken by Commissioner Frattini in this regard."
4092,"Panie Przewodniczący! Propozycja, którą przedstawił pan poseł Zwiefka, aby zrównać status posłów do Parlamentu Europejskiego oraz posłów do polskiego sejmu, nie jest rozwiązaniem problemu.","Mr President, the proposal put forward by Mr Zwiefka to make the situation of Members of the European Parliament the same as Members of the Parliament in Poland does not provide a solution to the problem."
4093,"Uważam, że najlepszym rozwiązaniem byłoby, co jest zresztą zapisane w prawie polskim, aby w sytuacji, kiedy ktoś został skazany za przestępstwo popełnione z winy umyślnej, aby sąd dodatkowo orzekał pozbawienie praw publicznych polegające na tym, iż dana osoba nie może kandydować.","I believe that the best solution, which is in fact already part of Polish law, would be that in circumstances where a person is convicted of a deliberate crime, the court should also decide to deprive them of public rights, meaning that the person in question cannot stand for election."
4094,Takie rozwiązanie istnieje np. we Francji.,"This solution exists, for example, in France."
