,fr,en
4739,Réduction radicale du temps de travail qui impose les embauches et pas la flexibilité ; interdiction des licenciements ; réquisition des logements vides ; égalité et droit de choisir pour les femmes ; droit de vote et de circulation pour les immigrés : voilà ce qui devrait figurer dans ce texte.,A radical reduction in working hours which must lead to more recruitment and not flexibility; a ban on redundancies; requisitioning empty housing; equality and the right to choose for women; the right to vote and freedom of movement for immigrants: that is what should have featured in this text.
4740,Une telle Charte serait un point d'appui pour tous ceux et toutes celles qui luttent contre une Europe qui licencie les salariés ou qui expulse les sans-papiers.,A Charter of that kind would offer support to all those men and women who are fighting against a Europe that lays off workers or expels immigrants who do not have the proper identity papers.
4741,La Charte des droits fondamentaux est le dernier avatar de la dérive constituante des législations communautaires.,- The Charter of Fundamental Rights is the latest manifestation of the drift of Community legislation towards a constitution.
4742,"En effet, l' intérêt d' un tel texte est évident si on le considère comme le possible préambule d' une Constitution européenne ; à l' inverse, il ferait double emploi dans le cas d' États membres qui incluent lesdits droits dans leur propre Constitution et leurs traditions juridiques et les confirment par la ratification de textes internationaux comme la Convention européenne ou la Déclaration universelle des droits de l' homme.","In fact, the significance of this document is obvious if it is regarded as a potential preamble to a European constitution; conversely, it would be redundant in those Member States that already include these rights in their own constitution and legal traditions and confirm them by ratifying international texts such as the European Convention and the Universal Declaration of Human Rights."
4743,"On peut toujours imaginer des solutions pour améliorer l' application des textes existants, mais la nature technocratique de la construction communautaire s' impose encore aujourd' hui par le recours à l' élaboration d' un texte supplémentaire dont on évitera difficilement le caractère répétitif.","It is easy enough to think of ways to improve the application of the existing texts; but the technocratic nature of the process of European integration becomes quite obvious again today from the decision to draft an additional document, which could hardly be anything but repetitive."
4744,"Ce qui m' inquiète pourtant le plus, c' est le contenu que l' on entend donner à ces droits.",Yet what worries me most is the content that is to be given to these rights.
4745,"En effet, lors de cette même période de session nous discutons de rapports de la commission des libertés publiques qui nous présentent une vision libertaire de la société.","Indeed, at this same part-session we are discussing reports by the Committee on Citizens' Freedoms which reflect a libertarian vision of society."
4746,"Il n' y est pas tant question de défendre et promouvoir les droits de l' homme que de faire table rase de tous les repères qui fondent nos sociétés et de leur substituer un magma individualiste ""sans Dieu ni maître"".",Their aim is not so much to defend and promote human rights as to make a clean sweep of all the points of reference on which our societies are founded and replace them with an individualist jumble 'with neither lord nor master' .
4747,"Il y a dans cette construction les bases d' un nouveau totalitarisme dans lequel l' homme se retrouve seul face à une administration communautaire aussi lointaine qu' impersonnelle, les corps intermédiaires - et notamment le plus essentiel d' entre eux, la famille - ayant été progressivement détruits.","This kind of Europe is based on a new totalitarianism in which man finds himself alone facing a Community administration that is as remote as it is impersonal, in which the intermediate structures - and in particular the most vital one of all, the family - have been gradually destroyed."
4748,"Notre société ne sera plus une communauté de destin mais la juxtaposition de ""minorités"" ayant chacune leurs droits sans avoir de devoir commun.",Our society will no longer have a common destiny; instead it will be based on a juxtaposition of 'minorities' which each have their own rights but no common obligation.
4749,La conclusion que je tirerai de ces textes est que le juste combat pour les droits de l' homme est devenu le jouet idéologique d' irresponsables et d' égoïstes.,The conclusion I draw from these texts is that the just fight for human rights has become the ideological plaything of irresponsible and selfish individuals.
